uid,gender,age,buy,student,city,bin_age,bin_buy
51148,0,0,1,1,1,0,1
51149,0,3,1,1,0,1,1
51150,0,3,1,1,3,1,1
51151,0,3,0,1,3,1,0
51152,0,4,1,1,0,0,1
51153,0,4,1,1,0,0,1
51154,0,0,0,0,3,0,0
51155,0,2,1,1,3,1,1
51156,0,4,0,1,0,0,0
51157,0,2,1,1,3,1,1
51158,0,3,1,1,0,1,1
51159,1,5,1,1,2,0,1
51160,0,0,1,1,3,0,1
51161,0,2,1,1,3,1,1
51162,0,0,0,0,3,0,0
51163,0,4,0,1,3,0,0
51164,0,3,1,1,3,1,1
51165,0,5,0,1,3,0,0
51166,0,2,1,1,2,1,1
51167,0,0,1,1,0,0,1
51168,1,4,0,1,2,0,0
51169,1,2,0,1,3,1,0
51170,0,2,0,1,0,1,0
51171,0,5,0,0,3,0,0
51172,0,5,1,1,1,0,1
51173,0,4,1,1,2,0,1
51174,1,4,1,1,0,0,1
51175,0,4,1,1,0,0,1
51176,0,4,0,1,0,0,0
51177,0,2,2,1,3,1,1
51178,0,2,1,1,3,1,1
51179,0,2,0,1,2,1,0
51180,1,2,2,1,2,1,1
51181,0,0,1,0,0,0,1
51182,1,0,0,1,3,0,0
51183,1,0,0,0,3,0,0
51184,0,0,1,1,3,0,1
51185,0,4,1,1,3,0,1
51186,0,2,1,1,0,1,1
51187,0,4,1,1,0,0,1
51188,1,0,1,1,1,0,1
51189,0,4,0,0,0,0,0
51190,0,4,1,1,2,0,1
51191,0,4,1,1,3,0,1
51192,0,3,1,1,2,1,1
51193,0,4,0,1,0,0,0
51194,0,4,0,1,3,0,0
51195,0,5,0,1,2,0,0
51196,1,3,0,1,0,1,0
51197,1,2,0,1,2,1,0
51198,0,3,1,1,3,1,1
51199,0,2,0,1,0,1,0
51200,0,4,1,1,3,0,1
51201,0,3,1,1,0,1,1
51202,0,4,1,1,3,0,1
51203,0,0,1,1,3,0,1
51204,0,2,1,1,2,1,1
51205,0,5,1,1,2,0,1
51206,0,0,0,0,0,0,0
51207,0,0,1,1,0,0,1
51208,0,0,0,0,0,0,0
51209,0,2,0,1,3,1,0
51210,1,3,2,1,2,1,1
51211,0,3,1,1,0,1,1
51212,0,4,1,1,2,0,1
51213,0,0,1,1,0,0,1
51214,0,3,1,1,1,1,1
51215,0,5,1,0,0,0,1
51216,0,4,0,1,0,0,0
51217,0,4,1,1,0,0,1
51218,0,2,1,1,2,1,1
51219,0,2,1,1,0,1,1
51220,0,4,0,1,0,0,0
51221,0,3,1,1,2,1,1
51222,0,0,1,1,0,0,1
51223,0,4,1,1,1,0,1
51224,1,3,1,1,0,1,1
51225,1,3,1,1,2,1,1
51226,0,0,0,1,3,0,0
51227,0,2,2,1,0,1,1
51228,0,0,0,1,3,0,0
51229,0,0,1,1,1,0,1
51230,0,0,0,0,0,0,0
51231,0,5,1,1,3,0,1
51232,0,2,1,1,2,1,1
51233,1,3,1,1,0,1,1
51234,0,3,1,1,3,1,1
51235,1,4,1,1,3,0,1
51236,0,3,2,1,0,1,1
51237,0,4,0,1,0,0,0
51238,0,2,1,1,0,1,1
51239,0,0,0,1,2,0,0
51240,0,2,1,1,3,1,1
51241,0,4,1,1,1,0,1
51242,0,0,0,1,0,0,0
51243,1,4,1,1,2,0,1
51244,0,3,1,1,2,1,1
51245,0,4,0,1,0,0,0
51246,1,5,1,1,3,0,1
51247,0,3,1,1,0,1,1
51248,0,2,2,1,3,1,1
51249,1,3,1,1,2,1,1
51250,0,3,0,1,0,1,0
51251,1,1,2,1,1,1,1
51252,1,2,1,1,0,1,1
51253,0,3,1,1,2,1,1
51254,0,2,0,1,0,1,0
51255,0,0,1,1,0,0,1
51256,0,0,0,1,2,0,0
51257,0,4,0,1,3,0,0
51258,1,4,2,1,0,0,1
51259,0,4,2,1,1,0,1
51260,0,3,1,1,0,1,1
51261,0,3,0,1,2,1,0
51262,0,3,1,1,0,1,1
51263,0,0,1,1,0,0,1
51264,1,3,1,1,2,1,1
51265,0,4,1,1,0,0,1
51266,1,2,0,1,0,1,0
51267,0,2,2,1,0,1,1
51268,1,3,1,1,2,1,1
51269,0,4,0,1,0,0,0
51270,0,3,1,1,0,1,1
51271,0,3,1,1,2,1,1
51272,1,3,0,1,0,1,0
51273,1,3,1,1,1,1,1
51274,1,3,1,1,0,1,1
51275,0,3,0,1,1,1,0
51276,1,3,1,1,3,1,1
51277,1,5,1,1,0,0,1
51278,0,3,0,1,1,1,0
51279,0,4,1,1,2,0,1
51280,0,0,0,1,2,0,0
51281,0,2,1,1,3,1,1
51282,0,4,1,1,2,0,1
51283,1,4,1,1,3,0,1
51284,0,4,0,1,1,0,0
51285,0,0,0,1,0,0,0
51286,1,3,1,1,0,1,1
51287,0,2,0,1,0,1,0
51288,0,4,1,1,0,0,1
51289,0,4,1,1,0,0,1
51290,1,4,0,1,2,0,0
51291,0,3,1,1,3,1,1
51292,0,3,1,1,0,1,1
51293,0,2,1,1,3,1,1
51294,1,2,1,1,0,1,1
51295,0,4,1,1,2,0,1
51296,0,0,0,0,0,0,0
51297,0,3,1,1,2,1,1
51298,0,4,1,1,0,0,1
51299,0,2,1,1,0,1,1
51300,0,4,1,1,3,0,1
51301,1,4,0,1,2,0,0
51302,0,4,1,1,3,0,1
51303,1,3,2,1,2,1,1
51304,1,3,2,1,0,1,1
51305,0,0,0,1,0,0,0
51306,0,4,1,1,3,0,1
51307,0,5,0,1,3,0,0
51308,0,4,0,1,0,0,0
51309,0,4,2,1,0,0,1
51310,0,4,1,1,0,0,1
51311,1,3,0,1,1,1,0
51312,1,0,1,1,0,0,1
51313,1,4,0,1,3,0,0
51314,0,2,2,1,3,1,1
51315,1,2,0,1,0,1,0
51316,0,2,1,1,0,1,1
51317,1,3,1,1,0,1,1
51318,1,3,1,1,2,1,1
51319,0,0,0,1,3,0,0
51320,0,0,1,0,3,0,1
51321,1,2,1,1,0,1,1
51322,1,2,0,1,1,1,0
51323,0,4,1,1,3,0,1
51324,0,4,1,1,1,0,1
51325,1,3,1,1,0,1,1
51326,0,4,1,0,0,0,1
51327,0,3,1,1,0,1,1
51328,0,0,1,1,0,0,1
51329,0,2,1,1,3,1,1
51330,0,0,1,1,0,0,1
51331,0,0,0,1,0,0,0
51332,0,2,1,1,2,1,1
51333,0,3,2,1,2,1,1
51334,1,0,1,1,0,0,1
51335,0,0,1,0,0,0,1
51336,0,0,0,0,3,0,0
51337,0,4,1,1,2,0,1
51338,0,4,1,1,0,0,1
51339,0,4,1,1,0,0,1
51340,0,4,1,1,2,0,1
51341,1,4,1,1,2,0,1
51342,0,4,2,1,0,0,1
51343,0,3,1,1,0,1,1
51344,1,2,1,1,0,1,1
51345,0,4,1,1,0,0,1
51346,0,4,1,1,1,0,1
51347,0,0,1,1,0,0,1
51348,1,2,1,1,0,1,1
51349,0,3,1,1,2,1,1
51350,0,4,1,1,0,0,1
51351,0,4,1,1,2,0,1
51352,0,1,1,1,0,1,1
51353,0,0,0,0,0,0,0
51354,0,5,0,1,2,0,0
51355,1,0,1,1,2,0,1
51356,1,4,1,1,0,0,1
51357,0,3,1,1,3,1,1
51358,0,4,1,1,1,0,1
51359,0,3,2,1,0,1,1
51360,0,4,0,0,3,0,0
51361,1,3,1,1,1,1,1
51362,0,2,1,1,3,1,1
51363,1,4,1,1,3,0,1
51364,0,5,0,1,0,0,0
51365,0,0,1,1,3,0,1
51366,0,4,0,1,1,0,0
51367,1,4,1,1,0,0,1
51368,0,3,1,1,1,1,1
51369,1,3,1,1,0,1,1
51370,0,4,1,1,0,0,1
51371,0,3,0,1,2,1,0
51372,0,0,0,1,2,0,0
51373,0,3,1,1,0,1,1
51374,1,4,1,1,3,0,1
51375,0,4,0,1,0,0,0
51376,0,4,1,1,0,0,1
51377,1,3,1,1,0,1,1
51378,0,3,0,1,0,1,0
51379,0,1,0,1,3,1,0
51380,0,4,1,1,0,0,1
51381,0,2,1,1,0,1,1
51382,0,4,0,1,0,0,0
51383,0,3,1,1,1,1,1
51384,1,4,0,1,2,0,0
51385,0,4,1,1,2,0,1
51386,0,4,1,1,3,0,1
51387,0,4,1,1,3,0,1
51388,1,3,2,1,1,1,1
51389,0,4,1,1,2,0,1
51390,0,4,0,1,2,0,0
51391,0,4,0,1,3,0,0
51392,0,2,1,1,3,1,1
51393,0,0,0,0,0,0,0
51394,0,3,0,1,2,1,0
51395,0,5,1,1,1,0,1
51396,0,4,1,1,3,0,1
51397,0,4,1,1,0,0,1
51398,0,0,0,1,3,0,0
51399,0,4,0,1,0,0,0
51400,0,0,1,0,0,0,1
51401,0,3,2,1,1,1,1
51402,0,4,1,1,2,0,1
51403,0,4,1,1,2,0,1
51404,0,4,1,1,3,0,1
51405,0,4,0,1,2,0,0
51406,0,2,1,1,3,1,1
51407,0,4,1,0,3,0,1
51408,0,4,1,1,1,0,1
51409,0,2,0,1,2,1,0
51410,0,4,2,1,0,0,1
51411,0,3,1,1,3,1,1
51412,0,4,1,1,2,0,1
51413,0,0,1,1,0,0,1
51414,0,5,1,1,0,0,1
51415,1,0,1,1,1,0,1
51416,1,0,1,0,0,0,1
51417,0,0,1,0,2,0,1
51418,0,3,1,1,0,1,1
51419,0,3,1,1,3,1,1
51420,0,4,0,1,2,0,0
51421,0,0,0,1,2,0,0
51422,0,0,0,1,3,0,0
51423,0,0,0,1,3,0,0
51424,1,3,1,1,3,1,1
51425,1,3,1,1,1,1,1
51426,0,4,1,0,1,0,1
51427,1,2,1,1,2,1,1
51428,0,0,1,1,0,0,1
51429,0,5,1,1,3,0,1
51430,1,4,0,1,3,0,0
51431,0,3,1,1,3,1,1
51432,1,0,1,1,2,0,1
51433,0,3,1,1,0,1,1
51434,0,4,1,1,2,0,1
51435,0,2,1,1,3,1,1
51436,0,0,0,1,3,0,0
51437,0,4,1,1,0,0,1
51438,0,3,0,1,0,1,0
51439,0,2,1,1,2,1,1
51440,0,4,1,1,2,0,1
51441,1,2,0,1,1,1,0
51442,0,0,2,1,3,0,1
51443,0,0,1,1,0,0,1
51444,0,4,0,1,1,0,0
51445,0,0,0,1,0,0,0
51446,0,4,1,1,0,0,1
51447,0,0,1,0,0,0,1
51448,0,0,1,1,1,0,1
51449,0,0,0,1,0,0,0
51450,0,3,1,1,0,1,1
51451,1,5,1,1,0,0,1
51452,0,4,1,1,3,0,1
51453,1,2,0,1,2,1,0
51454,0,4,0,1,2,0,0
51455,0,4,1,1,3,0,1
51456,0,0,1,1,0,0,1
51457,0,3,1,1,0,1,1
51458,0,2,2,1,3,1,1
51459,0,3,1,1,0,1,1
51460,0,3,1,1,0,1,1
51461,0,4,1,1,0,0,1
51462,0,4,1,1,0,0,1
51463,0,0,0,0,0,0,0
51464,0,3,0,1,0,1,0
51465,0,2,1,1,0,1,1
51466,0,2,0,1,2,1,0
51467,1,0,1,0,0,0,1
51468,0,3,2,1,0,1,1
51469,0,4,2,1,3,0,1
51470,0,0,1,0,0,0,1
51471,0,3,0,1,2,1,0
51472,0,3,1,1,0,1,1
51473,0,2,0,1,0,1,0
51474,0,0,0,1,0,0,0
51475,0,0,0,1,3,0,0
51476,0,0,1,1,0,0,1
51477,0,0,0,1,0,0,0
51478,1,2,1,1,3,1,1
51479,1,0,1,1,3,0,1
51480,0,4,1,1,0,0,1
51481,0,4,1,1,2,0,1
51482,0,5,0,1,1,0,0
51483,1,3,1,1,3,1,1
51484,1,5,1,1,2,0,1
51485,0,3,0,1,0,1,0
51486,0,3,1,1,0,1,1
51487,0,4,1,1,0,0,1
51488,1,2,2,1,3,1,1
51489,0,4,1,1,0,0,1
51490,0,4,1,1,0,0,1
51491,0,4,1,1,3,0,1
51492,0,2,1,1,0,1,1
51493,1,0,1,1,0,0,1
51494,0,4,1,1,0,0,1
51495,1,3,0,1,0,1,0
51496,0,3,1,1,0,1,1
51497,0,3,2,1,0,1,1
51498,0,4,1,1,0,0,1
51499,0,0,0,1,3,0,0
51500,0,0,1,1,3,0,1
51501,0,4,0,1,0,0,0
51502,1,2,1,1,3,1,1
51503,1,0,1,0,1,0,1
51504,1,3,1,1,0,1,1
51505,0,1,1,1,3,1,1
51506,1,2,1,1,0,1,1
51507,1,4,2,1,1,0,1
51508,0,0,0,1,0,0,0
51509,1,3,1,1,0,1,1
51510,0,0,1,0,2,0,1
51511,1,1,2,1,0,1,1
51512,1,3,0,1,0,1,0
51513,1,3,1,1,2,1,1
51514,0,2,1,1,3,1,1
51515,0,3,1,1,0,1,1
51516,0,3,2,1,1,1,1
51517,0,4,1,1,3,0,1
51518,0,3,1,1,0,1,1
51519,0,4,1,1,0,0,1
51520,1,4,0,1,0,0,0
51521,0,0,0,1,2,0,0
51522,0,5,0,1,0,0,0
51523,1,0,1,1,2,0,1
51524,0,0,0,1,2,0,0
51525,0,0,0,1,3,0,0
51526,0,4,2,1,0,0,1
51527,0,5,0,1,2,0,0
51528,1,3,0,1,2,1,0
51529,0,4,0,1,3,0,0
51530,0,4,1,1,0,0,1
51531,0,2,2,1,1,1,1
51532,1,2,1,1,1,1,1
51533,0,0,1,1,2,0,1
51534,1,2,1,1,0,1,1
51535,0,4,1,1,1,0,1
51536,1,3,1,1,2,1,1
51537,0,4,1,1,0,0,1
51538,0,3,1,1,0,1,1
51539,1,3,1,1,0,1,1
51540,0,2,1,1,0,1,1
51541,1,3,1,1,0,1,1
51542,0,4,2,1,3,0,1
51543,0,0,0,1,0,0,0
51544,0,0,0,1,3,0,0
51545,0,4,0,1,1,0,0
51546,0,5,1,1,0,0,1
51547,0,4,1,1,2,0,1
51548,0,3,0,1,2,1,0
51549,0,3,2,1,1,1,1
51550,0,4,1,1,0,0,1
51551,0,4,0,0,0,0,0
51552,0,2,0,1,0,1,0
51553,0,0,1,1,0,0,1
51554,0,2,1,1,3,1,1
51555,0,3,2,1,0,1,1
51556,0,4,1,1,1,0,1
51557,1,0,1,1,2,0,1
51558,1,2,1,1,2,1,1
51559,0,3,1,1,2,1,1
51560,0,4,0,1,0,0,0
51561,0,0,0,1,3,0,0
51562,1,4,0,1,3,0,0
51563,0,4,1,0,0,0,1
51564,0,2,0,1,2,1,0
51565,1,3,1,1,0,1,1
51566,0,3,1,1,2,1,1
51567,0,4,1,1,1,0,1
51568,0,3,1,1,1,1,1
51569,0,3,1,1,0,1,1
51570,0,0,1,0,1,0,1
51571,0,4,1,1,0,0,1
51572,0,3,2,1,0,1,1
51573,0,4,1,1,3,0,1
51574,0,2,1,1,0,1,1
51575,0,5,0,1,0,0,0
51576,0,4,0,1,1,0,0
51577,1,2,1,1,0,1,1
51578,0,2,1,1,3,1,1
51579,0,3,0,1,0,1,0
51580,0,3,1,1,1,1,1
51581,0,0,0,1,3,0,0
51582,0,2,1,1,2,1,1
51583,0,3,1,1,0,1,1
51584,0,4,1,1,3,0,1
51585,0,4,1,1,1,0,1
51586,1,2,1,1,0,1,1
51587,0,0,1,1,3,0,1
51588,0,3,1,1,3,1,1
51589,0,3,1,1,0,1,1
51590,0,0,0,0,0,0,0
51591,0,3,0,1,1,1,0
51592,0,3,1,1,2,1,1
51593,0,4,0,1,3,0,0
51594,1,4,1,1,3,0,1
51595,0,0,0,0,0,0,0
51596,0,4,0,1,0,0,0
51597,0,3,1,1,0,1,1
51598,0,4,0,1,2,0,0
51599,0,2,1,1,3,1,1
51600,1,4,2,1,0,0,1
51601,0,3,1,1,3,1,1
51602,0,0,0,1,2,0,0
51603,0,4,1,1,2,0,1
51604,1,3,1,1,2,1,1
51605,0,0,0,1,3,0,0
51606,0,4,0,1,0,0,0
51607,0,2,1,1,0,1,1
51608,1,5,1,1,2,0,1
51609,1,2,2,1,2,1,1
51610,0,3,1,1,2,1,1
51611,1,4,1,1,2,0,1
51612,0,0,1,0,0,0,1
51613,0,0,0,0,0,0,0
51614,1,4,1,1,2,0,1
51615,0,2,1,1,3,1,1
51616,0,3,1,1,2,1,1
51617,0,4,0,1,0,0,0
51618,1,5,0,1,3,0,0
51619,0,4,1,1,0,0,1
51620,0,3,0,1,2,1,0
51621,0,3,1,1,2,1,1
51622,0,0,1,1,0,0,1
51623,0,0,0,0,3,0,0
51624,0,4,0,1,3,0,0
51625,0,3,1,1,3,1,1
51626,1,5,0,1,3,0,0
51627,0,5,0,0,3,0,0
51628,0,0,2,1,0,0,1
51629,0,3,2,1,0,1,1
51630,1,4,1,1,0,0,1
51631,1,3,1,1,3,1,1
51632,0,4,1,1,1,0,1
51633,0,3,1,1,3,1,1
51634,0,0,1,1,2,0,1
51635,0,2,1,1,0,1,1
51636,0,4,1,1,0,0,1
51637,0,4,1,1,0,0,1
51638,1,0,0,1,0,0,0
51639,0,3,0,1,0,1,0
51640,1,4,2,1,3,0,1
51641,0,2,2,1,3,1,1
51642,0,0,0,1,1,0,0
51643,0,4,0,1,2,0,0
51644,0,5,0,1,2,0,0
51645,0,4,1,1,3,0,1
51646,1,3,0,1,0,1,0
51647,0,4,1,1,2,0,1
51648,0,0,0,1,0,0,0
51649,1,4,1,1,0,0,1
51650,0,4,1,1,3,0,1
51651,0,0,1,1,0,0,1
51652,1,0,1,1,0,0,1
51653,1,3,1,1,3,1,1
51654,0,4,1,1,1,0,1
51655,0,2,1,1,3,1,1
51656,1,4,0,1,2,0,0
51657,0,5,0,1,0,0,0
51658,1,4,1,1,3,0,1
51659,0,3,1,1,3,1,1
51660,0,3,1,1,3,1,1
51661,0,4,1,1,2,0,1
51662,0,2,0,1,2,1,0
51663,0,4,0,1,3,0,0
51664,0,3,2,1,3,1,1
51665,0,3,1,1,0,1,1
51666,1,4,2,1,3,0,1
51667,0,0,0,1,0,0,0
51668,0,4,0,1,0,0,0
51669,0,0,1,1,0,0,1
51670,0,4,1,1,0,0,1
51671,0,4,0,1,1,0,0
51672,0,3,0,1,0,1,0
51673,0,2,2,1,0,1,1
51674,1,1,1,1,0,1,1
51675,0,4,1,1,0,0,1
51676,0,2,0,1,0,1,0
51677,1,4,1,1,0,0,1
51678,0,3,0,1,2,1,0
51679,1,0,2,1,0,0,1
51680,1,4,1,1,2,0,1
51681,0,4,2,1,1,0,1
51682,1,3,2,1,1,1,1
51683,0,4,0,1,2,0,0
51684,0,3,1,1,0,1,1
51685,0,4,1,1,0,0,1
51686,0,3,1,1,0,1,1
51687,1,3,1,1,3,1,1
51688,0,3,1,1,3,1,1
51689,1,4,2,1,0,0,1
51690,0,4,2,1,0,0,1
51691,0,3,0,1,0,1,0
51692,1,3,0,1,0,1,0
51693,0,3,1,1,0,1,1
51694,0,3,1,1,3,1,1
51695,1,0,0,1,0,0,0
51696,0,4,2,1,1,0,1
51697,0,4,1,1,1,0,1
51698,1,2,2,1,0,1,1
51699,0,0,1,1,1,0,1
51700,1,4,1,1,0,0,1
51701,0,4,1,1,0,0,1
51702,0,2,1,1,3,1,1
51703,0,2,1,1,3,1,1
51704,1,3,1,1,3,1,1
51705,0,4,1,1,3,0,1
51706,0,3,1,1,3,1,1
51707,0,5,0,1,2,0,0
51708,1,2,2,1,3,1,1
51709,0,0,1,1,0,0,1
51710,0,3,1,1,0,1,1
51711,1,0,1,1,3,0,1
51712,0,2,2,1,0,1,1
51713,0,0,1,1,1,0,1
51714,0,5,0,1,0,0,0
51715,0,2,0,1,0,1,0
51716,0,3,1,1,3,1,1
51717,0,4,1,1,1,0,1
51718,0,4,1,1,0,0,1
51719,1,2,2,1,2,1,1
51720,0,0,0,0,0,0,0
51721,0,0,1,1,3,0,1
51722,0,4,1,1,0,0,1
51723,1,2,2,1,0,1,1
51724,0,2,0,1,0,1,0
51725,0,4,0,1,0,0,0
51726,0,2,1,1,3,1,1
51727,0,3,2,1,0,1,1
51728,1,3,1,1,2,1,1
51729,1,4,1,1,2,0,1
51730,0,3,0,1,0,1,0
51731,1,3,1,1,0,1,1
51732,0,3,2,1,0,1,1
51733,0,1,1,1,0,1,1
51734,0,2,1,1,2,1,1
51735,0,0,0,0,3,0,0
51736,1,4,1,1,0,0,1
51737,0,2,1,1,0,1,1
51738,0,0,0,0,2,0,0
51739,1,4,1,1,2,0,1
51740,0,4,1,1,0,0,1
51741,0,3,0,1,2,1,0
51742,0,3,2,1,3,1,1
51743,0,3,1,1,0,1,1
51744,1,3,1,1,0,1,1
51745,1,3,1,1,0,1,1
51746,0,0,1,0,0,0,1
51747,0,4,1,1,0,0,1
51748,0,4,1,1,0,0,1
51749,0,4,0,1,2,0,0
51750,0,4,1,1,3,0,1
51751,1,0,1,1,2,0,1
51752,0,0,0,0,0,0,0
51753,1,3,0,1,0,1,0
51754,0,0,1,1,0,0,1
51755,1,3,1,1,2,1,1
51756,0,0,1,1,3,0,1
51757,0,4,1,1,3,0,1
51758,0,0,1,1,2,0,1
51759,0,2,0,1,0,1,0
51760,1,3,0,1,2,1,0
51761,0,1,1,1,0,1,1
51762,1,4,0,1,1,0,0
51763,0,0,1,1,0,0,1
51764,0,3,1,1,1,1,1
51765,1,4,0,1,3,0,0
51766,1,2,0,1,0,1,0
51767,1,2,1,1,0,1,1
51768,0,2,0,1,1,1,0
51769,0,0,1,1,0,0,1
51770,0,4,0,1,0,0,0
51771,0,3,0,1,2,1,0
51772,0,4,1,1,0,0,1
51773,0,3,1,1,0,1,1
51774,0,3,1,1,1,1,1
51775,1,2,1,1,3,1,1
51776,0,4,1,1,1,0,1
51777,0,3,1,1,0,1,1
51778,0,0,1,0,2,0,1
51779,1,4,1,1,1,0,1
51780,0,3,1,1,2,1,1
51781,1,0,1,1,3,0,1
51782,0,0,1,1,0,0,1
51783,0,4,1,1,1,0,1
51784,1,0,0,0,0,0,0
51785,0,3,1,1,2,1,1
51786,0,4,1,1,2,0,1
51787,1,2,1,1,0,1,1
51788,0,2,1,1,0,1,1
51789,0,3,1,1,0,1,1
51790,0,3,1,1,1,1,1
51791,1,3,1,1,0,1,1
51792,1,2,2,1,3,1,1
51793,0,4,0,1,0,0,0
51794,0,3,1,1,0,1,1
51795,0,3,1,1,0,1,1
51796,0,3,2,1,1,1,1
51797,0,3,2,1,1,1,1
51798,0,5,0,1,3,0,0
51799,0,2,1,1,2,1,1
51800,0,4,1,1,3,0,1
51801,0,3,1,1,2,1,1
51802,1,4,1,1,1,0,1
51803,0,4,1,1,0,0,1
51804,1,3,2,1,0,1,1
51805,0,4,1,1,1,0,1
51806,0,2,1,1,0,1,1
51807,0,0,0,0,0,0,0
51808,1,2,2,1,0,1,1
51809,0,4,1,1,0,0,1
51810,0,4,1,1,2,0,1
51811,0,3,1,1,0,1,1
51812,1,3,1,1,1,1,1
51813,1,4,0,1,2,0,0
51814,0,3,1,1,1,1,1
51815,0,0,0,1,0,0,0
51816,0,3,0,1,0,1,0
51817,1,0,0,1,2,0,0
51818,0,3,1,1,1,1,1
51819,1,3,0,1,1,1,0
51820,0,0,0,0,3,0,0
51821,1,3,1,1,0,1,1
51822,0,5,0,1,2,0,0
51823,0,0,0,1,0,0,0
51824,0,3,1,1,3,1,1
51825,1,2,1,1,2,1,1
51826,0,3,0,1,3,1,0
51827,0,2,1,1,0,1,1
51828,0,0,1,1,2,0,1
51829,1,0,1,1,2,0,1
51830,0,4,0,1,2,0,0
51831,0,2,1,1,2,1,1
51832,0,3,1,1,3,1,1
51833,0,4,0,1,2,0,0
51834,0,4,0,1,3,0,0
51835,0,4,1,1,3,0,1
51836,0,2,1,1,3,1,1
51837,0,4,1,1,3,0,1
51838,0,4,1,1,2,0,1
51839,0,2,1,1,3,1,1
51840,0,2,1,1,3,1,1
51841,0,0,1,0,1,0,1
51842,0,0,1,1,0,0,1
51843,0,0,1,0,0,0,1
51844,1,4,1,1,0,0,1
51845,0,5,0,1,3,0,0
51846,0,2,1,1,1,1,1
51847,0,4,1,1,1,0,1
51848,1,0,0,1,1,0,0
51849,0,0,0,1,3,0,0
51850,0,3,2,1,1,1,1
51851,0,1,0,1,3,1,0
51852,0,4,1,1,3,0,1
51853,0,0,2,0,0,0,1
51854,0,4,0,1,3,0,0
51855,0,4,0,1,1,0,0
51856,0,4,1,1,0,0,1
51857,0,0,0,1,3,0,0
51858,0,2,0,1,0,1,0
51859,0,4,0,1,1,0,0
51860,0,3,1,1,0,1,1
51861,0,4,1,1,3,0,1
51862,0,2,0,1,3,1,0
51863,0,3,1,1,3,1,1
51864,1,4,1,1,0,0,1
51865,0,3,1,1,0,1,1
51866,0,3,1,1,2,1,1
51867,0,4,1,1,0,0,1
51868,0,0,0,0,0,0,0
51869,0,0,0,1,0,0,0
51870,1,3,1,1,1,1,1
51871,0,0,0,1,0,0,0
51872,1,0,1,1,3,0,1
51873,1,2,2,1,0,1,1
51874,1,4,0,1,2,0,0
51875,1,4,0,1,2,0,0
51876,0,0,1,0,0,0,1
51877,0,4,1,1,2,0,1
51878,0,4,0,1,3,0,0
51879,0,4,1,1,0,0,1
51880,0,0,1,1,0,0,1
51881,0,2,0,1,0,1,0
51882,0,3,2,1,3,1,1
51883,0,0,1,1,0,0,1
51884,0,2,1,1,0,1,1
51885,1,2,1,1,1,1,1
51886,1,5,0,1,0,0,0
51887,0,2,1,1,0,1,1
51888,0,0,1,1,3,0,1
51889,0,4,0,1,2,0,0
51890,1,3,2,1,0,1,1
51891,0,0,1,1,0,0,1
51892,0,4,1,0,2,0,1
51893,0,4,1,1,2,0,1
51894,0,4,1,1,2,0,1
51895,1,0,0,1,3,0,0
51896,0,4,1,1,0,0,1
51897,0,4,1,1,0,0,1
51898,0,4,0,1,0,0,0
51899,0,2,1,1,0,1,1
51900,0,4,1,1,3,0,1
51901,0,3,1,1,3,1,1
51902,0,0,0,1,0,0,0
51903,0,4,1,1,0,0,1
51904,0,0,0,1,0,0,0
51905,0,4,1,1,0,0,1
51906,1,4,0,1,0,0,0
51907,0,4,1,1,0,0,1
51908,0,2,1,1,0,1,1
51909,0,3,1,1,3,1,1
51910,0,0,1,1,0,0,1
51911,0,3,1,1,3,1,1
51912,0,4,1,1,3,0,1
51913,1,4,1,1,0,0,1
51914,0,0,1,1,3,0,1
51915,0,4,0,1,2,0,0
51916,0,4,1,1,3,0,1
51917,0,0,0,1,3,0,0
51918,0,0,1,1,2,0,1
51919,1,3,0,1,2,1,0
51920,1,4,1,1,0,0,1
51921,1,0,0,0,0,0,0
51922,0,0,1,1,3,0,1
51923,0,5,0,1,3,0,0
51924,0,4,1,1,0,0,1
51925,0,0,1,0,3,0,1
51926,0,4,1,1,0,0,1
51927,0,0,0,1,3,0,0
51928,0,0,2,1,0,0,1
51929,0,0,0,0,0,0,0
51930,0,0,0,1,0,0,0
51931,0,4,0,0,3,0,0
51932,1,3,1,1,0,1,1
51933,0,0,0,1,1,0,0
51934,0,2,1,1,3,1,1
51935,0,2,1,1,3,1,1
51936,1,2,2,1,0,1,1
51937,1,3,0,1,3,1,0
51938,0,3,1,1,0,1,1
51939,0,4,0,0,3,0,0
51940,0,0,1,1,1,0,1
51941,0,2,0,1,2,1,0
51942,1,0,1,1,3,0,1
51943,0,0,1,1,0,0,1
51944,0,2,1,1,0,1,1
51945,0,3,2,1,2,1,1
51946,1,2,1,1,2,1,1
51947,0,4,0,1,0,0,0
51948,0,0,1,1,0,0,1
51949,0,4,1,1,0,0,1
51950,0,0,0,1,3,0,0
51951,0,3,2,1,1,1,1
51952,0,2,1,1,0,1,1
51953,0,3,0,1,2,1,0
51954,0,2,0,1,3,1,0
51955,1,3,1,1,0,1,1
51956,1,4,2,1,0,0,1
51957,0,2,1,1,0,1,1
51958,1,3,0,1,0,1,0
51959,0,0,1,1,2,0,1
51960,1,4,1,1,0,0,1
51961,0,3,1,1,0,1,1
51962,1,3,1,1,0,1,1
51963,0,3,0,1,2,1,0
51964,0,4,1,1,2,0,1
51965,0,4,1,1,0,0,1
51966,0,4,0,1,2,0,0
51967,0,4,1,1,3,0,1
51968,1,4,0,1,2,0,0
51969,1,3,0,1,2,1,0
